,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Popularity,ID,TMDB Rating,Rating Count,Last Episode Rating,Last Air Date,First Air Date,# of Seasons,# of Episodes,Genre,Language,Country,In Production,Origin Network,Similar_1,Similar_2
2006,Broad City,2014,18+,8.4,99%,0,1,0,0,13.94,60839,7.5,102,,2019-03-28,2014-01-22,5,50,,en,US,False,Comedy Central,2 Broke Girls,Younger
2007,Workaholics,2011,18+,8.1,86%,0,1,1,0,15.996,36994,7.4,111,,2017-03-15,2011-04-06,7,86,,en,US,False,Comedy Central,Baby Daddy,Two Guys and a Girl
2008,Dead Like Me,2003,16+,8.1,87%,0,1,1,0,17.56,2566,7.7,201,,2004-10-31,2003-06-27,2,29,,en,US,False,Showtime,エンジェルビーツ!,デス・パレード
2009,Nathan For You,2013,16+,8.8,97%,0,1,0,0,5.351,58957,7.9,60,,2017-11-09,2013-02-28,4,31,,en,US,False,Comedy Central,,
2010,Angel,1999,7+,7.9,88%,0,1,0,0,39.43,2426,7.9,443,,2004-05-19,1999-10-05,5,110,,en,US,False,The WB,Buffy the Vampire Slayer,The Originals
2011,Timeless,2016,7+,7.7,91%,0,1,0,0,48.037,66786,7.3,383,,2018-12-20,2016-10-03,2,26,,en,US,False,NBC,Voyagers,Outlander
2012,Castle Rock,2018,18+,7.6,87%,0,1,0,0,31.448,71116,7.2,254,,2019-12-11,2018-07-25,2,20,,en,US,True,Hulu,American Horror Story,Creeped Out
2013,Fresh Off the Boat,2015,7+,7.8,94%,0,1,0,0,27.178,61692,7.1,135,,2020-02-21,2015-02-04,6,116,,en,US,False,ABC,Everybody Hates Chris,That '70s Show
2014,You're the Worst,2014,18+,8.1,95%,0,1,0,0,15.765,61118,7.5,109,,2019-04-03,2014-07-17,5,62,,en,US,False,FX,とらドラ！,理系が恋に落ちたので証明してみた。
2015,The Affair,2014,18+,7.9,86%,0,1,0,0,26.431,61463,6.5,210,,2019-11-03,2014-10-12,5,53,,en,US,False,Showtime,You're the Worst,Doctor Foster
2016,Elfen Lied,2004,18+,8.0,100%,0,1,1,0,35.863,42671,8.3,523,,2004-10-17,2004-07-25,1,13,,ja,JP,False,AT-X,ダンスインザヴァンパイアバンド,アナザー
2017,The Last Ship,2014,16+,7.5,83%,0,1,0,0,41.934,60802,6.3,529,,2018-11-11,2014-06-22,5,56,,en,US,False,TNT,Z Nation,The Stand
2018,Everybody Hates Chris,2005,7+,7.4,95%,0,1,0,0,26.782,252,7.6,320,,2009-05-08,2005-09-22,4,88,,en,US,False,UPN,Stuck in the Middle,The Goldbergs
2019,Raising Hope,2010,16+,8.0,96%,0,1,0,0,20.935,32815,7,85,,2014-04-04,2010-09-21,4,88,,en,US,False,FOX,Full House,Baby Daddy
2020,Boston Legal,2004,16+,8.4,86%,0,1,0,0,36.12,4598,7.9,179,,2008-12-08,2004-10-03,5,101,,en,US,False,ABC,The Practice,Ally McBeal
2021,Cowboy Bebop,1998,18+,8.9,,0,1,0,0,5.355,84469,0,0,,,,1,,,en,US,True,Netflix,Steven Universe,ゆるキャン△
2022,The Terror,2018,18+,8.0,87%,0,1,0,0,38.636,75191,7.4,418,,2019-10-14,2018-03-26,2,20,,en,US,True,AMC,Alfred Hitchcock Presents,American Horror Story
2023,Stargate SG-1,1997,7+,8.4,,0,1,1,0,74.475,4629,8.1,695,,2007-06-22,1997-07-27,10,214,,en,CA,False,Showtime,Stargate Universe,Stargate Atlantis
2024,Future Man,2017,18+,7.8,91%,0,1,0,0,32.21,73157,7.3,208,,2020-04-03,2017-11-14,3,34,,en,US,False,Hulu,約束のネバーランド,Dark Angel
2025,Inside No. 9,2014,18+,8.5,100%,0,1,0,0,14.346,61746,8.2,67,,2020-03-09,2014-02-05,5,29,,en,GB,True,BBC Two,Alfred Hitchcock Presents,American Horror Story
2026,Zoey's Extraordinary Playlist,2020,16+,8.1,74%,0,1,0,0,12.826,95941,8.2,41,,2020-05-03,2020-01-07,1,12,,en,US,True,NBC,Silicon Valley,Scorpion
2027,The Strain,2014,18+,7.3,79%,0,1,0,0,66.228,47640,7.2,835,,2017-09-17,2014-07-13,4,46,,en,US,False,FX,Helix,The Last Ship
2028,The Venture Bros.,2004,18+,8.5,92%,0,1,0,0,13.328,2418,8,111,,2018-10-08,2004-08-07,7,81,,en,US,True,Adult Swim,鬼灯の冷徹,Dexter's Laboratory
2029,Demon Slayer: Kimetsu no Yaiba,2019,18+,8.8,,0,1,0,0,18.768,85937,8.9,1015,,2019-09-28,2019-04-06,1,26,,ja,JP,False,Tokyo MX,魔法使いの嫁,青の祓魔師
2030,The League,2009,18+,8.2,81%,0,1,0,0,24.598,31497,7.4,81,,2015-12-09,2009-10-29,7,84,,en,US,False,FX,The Bob Newhart Show,Married... with Children
2031,Parenthood,2010,7+,8.2,88%,0,1,0,0,25.715,21762,7.2,76,,2015-01-29,2010-03-02,6,103,,en,US,False,NBC,Brothers and Sisters,7th Heaven
2032,Samurai Champloo,2004,18+,8.5,88%,0,1,0,0,24.939,1063,8.3,244,,2005-03-19,2004-05-20,1,26,,ja,JP,False,Fuji TV,史上最強の弟子ケンイチ,どろろ
2033,Mrs. America,2020,18+,7.5,96%,0,1,0,0,23.958,83605,8.9,22,,2020-05-27,2020-04-15,1,9,,en,US,False,Hulu,The Wonder Years,Mindhunter
2034,Marvel's Runaways,2017,16+,7.0,87%,0,1,0,1,48.416,67466,7.7,395,,2019-12-13,2017-11-21,3,33,,en,US,False,Hulu,Marvel's Luke Cage,Marvel's Inhumans
2035,Please Like Me,2013,18+,8.5,100%,0,1,0,0,9.302,61350,7.7,53,,2016-12-14,2013-02-28,4,32,,en,AU,False,ABC,Baby Daddy,Queer As Folk
2036,My Name Is Earl,2005,16+,7.7,82%,0,1,0,0,39.241,2317,7.6,480,,2009-05-14,2005-09-20,4,96,,en,US,False,NBC,The Good Place,Trailer Park Boys
2037,Little Fires Everywhere,2020,18+,7.7,77%,0,1,0,0,14.139,90257,8.2,66,,2020-04-22,2020-03-18,1,8,,en,US,False,Hulu,Pride and Prejudice,American Gods
2038,The Act,2019,18+,8.0,89%,0,1,0,0,148.785,82883,7.6,1500,,2019-05-01,2019-03-20,1,8,,en,US,True,Hulu,The Haunting,Alias Grace
2039,Dollhouse,2009,16+,7.7,72%,0,1,0,0,16.173,14956,7.2,245,,2010-01-29,2009-02-13,2,25,,en,US,False,FOX,エルゴプラクシー,ギルティクラウン
2040,Southland,2009,16+,8.4,87%,0,1,0,0,15.392,17611,8,74,,2013-04-17,2009-04-09,5,43,,en,US,False,TNT,Psych,The Rookie
2041,Dragon Ball,1986,16+,8.5,,0,1,0,0,45.511,107605,10,1,,1996-01-31,1989-04-26,7,291,,ja,,,,,
2042,Damages,2007,18+,8.1,91%,0,1,0,0,24.359,4920,7.5,114,,2012-09-12,2007-07-24,5,59,,en,US,False,FX,Law & Order,비밀의 숲
2043,Looking for Alaska,2019,18+,8.1,92%,0,1,0,0,12.726,88640,7.8,294,,2019-10-19,2019-10-19,1,8,,en,US,False,Hulu,Pretty Little Liars,Zoey 101
2044,American Dad!,2005,16+,7.3,,0,1,0,0,99.616,1433,6.4,1042,,2020-08-31,2005-02-06,17,297,,en,US,True,FOX,Happy Tree Friends,"Love, Death & Robots"
2045,Legend of the Seeker,2008,16+,7.6,42%,0,1,0,0,17.787,7704,7.1,150,,2010-05-22,2008-11-01,2,44,,en,US,False,Syndication,Legend of Earthsea,The Witcher
2046,The Exorcist,2016,16+,8.1,89%,0,1,0,0,47.443,67135,7.3,355,,2017-12-15,2016-09-23,2,20,,en,US,False,FOX,Constantine,킹덤
2047,Awkward.,2011,16+,7.5,78%,0,1,1,0,37.363,39859,7,130,,2016-05-24,2011-07-19,5,89,,en,US,False,MTV,Pretty Little Liars,Insatiable
2048,Brockmire,2017,18+,8.1,98%,0,1,0,0,3.505,70964,7,22,,2020-05-06,2017-04-05,4,32,,en,US,False,IFC,,
2049,High Fidelity,2020,18+,7.6,85%,0,1,0,0,4.133,96734,8.5,22,,2020-02-14,2020-02-14,1,10,,en,US,False,Hulu,エンジェルビーツ!,四月は君の嘘
2050,Better Things,2016,7+,7.7,97%,0,1,0,0,17.583,66859,7.2,78,,2020-04-29,2016-09-08,4,42,,en,US,True,FX,Bates Motel,The Client List
2051,Happy Endings,2011,16+,7.7,78%,0,1,0,0,14.343,32829,7.2,81,,2013-05-03,2011-04-13,3,57,,en,US,False,ABC,Friends,The Wayans Bros.
2052,Fear the Walking Dead,2015,18+,6.9,73%,0,1,0,0,188.059,62286,7.1,1971,,2019-09-29,2015-08-23,6,77,,en,US,True,AMC,学園黙示録 HIGHSCHOOL OF THE DEAD,Z Nation
2053,TRIGUN,1998,7+,8.3,100%,0,1,0,0,22.949,26453,8.1,187,,1998-10-01,1998-04-02,1,26,,ja,JP,False,TV Tokyo,デッドマン・ワンダーランド,エルゴプラクシー
2054,In the Flesh,2013,18+,8.0,97%,0,1,0,0,8.476,46746,7.5,84,,2014-06-08,2013-03-17,2,9,,en,GB,False,BBC Three,学園黙示録 HIGHSCHOOL OF THE DEAD,I Am Not Okay with This
2055,The Bridge,2011,18+,8.6,,0,1,0,0,13.378,47141,6.7,87,,2014-10-01,2013-07-10,3,26,,en,US,False,FX,Hannibal,The Following
2056,Chicago P.D.,2014,16+,8.1,,0,1,1,0,139.694,58841,8.2,879,,2020-04-15,2014-01-08,8,149,,en,US,True,NBC,The Bill,CSI: NY
2057,Better Off Ted,2009,7+,8.2,89%,0,1,0,0,8.824,7777,7.8,87,,2010-08-24,2009-03-18,2,26,,en,US,False,ABC,Parks and Recreation,The Thick of It
2058,The Gifted,2017,16+,7.4,79%,0,1,0,0,63.814,69629,7.3,458,,2019-02-26,2017-10-02,2,29,,en,US,False,FOX,Legion,Batman
2059,Lethal Weapon,2016,16+,7.9,89%,0,1,0,0,58.046,67116,7.3,430,,2019-02-26,2016-09-21,3,55,,en,US,False,FOX,Alien Nation,Rush Hour
2060,The Last Man on Earth,2015,16+,7.3,84%,0,1,0,0,28.903,61888,6.6,355,,2018-05-06,2015-03-01,4,67,,en,US,False,FOX,エルゴプラクシー,Dollhouse
2061,Chicago Fire,2012,16+,7.9,,0,1,0,0,146.967,44006,8.2,763,,2020-04-15,2012-10-10,9,180,,en,US,True,NBC,Emergency!,Rescue Me
2062,Sleepy Hollow,2013,16+,7.4,77%,0,1,0,0,32.748,50825,6.9,392,,2017-03-31,2013-09-16,4,62,,en,US,False,FOX,Continuum,蟲師
2063,Rescue Me,2004,18+,8.3,89%,0,1,0,0,22.19,4344,7.7,90,,2011-09-07,2004-07-21,7,93,,en,US,False,FX,Louie,Third Watch
2064,Horace and Pete,2016,18+,8.5,96%,0,1,0,0,9.124,65454,7.7,61,,2016-04-02,2016-01-30,1,10,,en,US,False,,It's Always Sunny in Philadelphia,Six Feet Under
2065,Snowfall,2017,18+,8.0,81%,0,1,0,0,20.292,71694,8,112,,2019-09-11,2017-07-05,3,30,,en,US,True,FX,Nicky Jam: El Ganador,El Chapo
2066,Shadowhunters,2016,16+,6.6,76%,0,1,0,0,70.869,63210,7.4,527,,2019-05-06,2016-01-12,3,55,,en,US,False,Freeform,The Vampire Diaries,Buffy the Vampire Slayer
2067,Top of the Lake,2013,18+,7.5,82%,0,1,0,0,15.609,46638,7,189,,2017-08-31,2013-03-18,2,13,,en,NZ,False,SundanceTV,Motive,Shades of Blue
2068,Prime Suspect,1991,18+,8.4,100%,0,1,0,0,9.405,39684,6.5,20,,2012-01-22,2011-09-22,1,13,,en,US,False,NBC,Unforgettable,Cagney & Lacey
2069,Deutschland,2015,18+,8.1,94%,0,1,0,0,11.42,62681,7.7,81,,2018-10-19,2015-06-17,3,26,,de,DE,True,RTL,The Americans,The Last Ship
2070,Rizzoli & Isles,2010,16+,7.6,72%,0,1,0,0,34.223,32895,7.8,172,,2016-09-05,2010-07-12,7,105,,en,US,False,TNT,Cold Case,Motive
2071,Stargate Universe,2009,16+,7.6,70%,0,1,1,0,28.593,5148,7.2,349,,2011-05-09,2009-10-02,2,40,,en,CA,False,Syfy,Stargate Atlantis,Star Trek: Voyager
2072,Key & Peele,2012,18+,8.3,97%,0,1,0,0,34.035,86423,8.3,382,,2020-02-07,2020-02-07,1,10,,pt,US,True,Netflix,Preacher,Riverdale
