,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Popularity,ID,TMDB Rating,Rating Count,Last Episode Rating,Last Air Date,First Air Date,# of Seasons,# of Episodes,Genre,Language,Country,In Production,Origin Network,Similar_1,Similar_2
3956,Petticoat Junction,1963,all,7.0,,0,0,1,0,28.653,3346,5.7,14,,1970-04-04,1963-09-24,7,222,,en,US,False,CBS,Fawlty Towers,Benidorm
3957,This Is Football,2019,16+,8.3,,0,0,1,0,2.866,90837,0,0,,2019-08-02,2019-08-02,1,6,,en,GB,True,Amazon,Take Us Home: Leeds United,キャプテン翼
3958,Tales of the Unexpected,1979,,7.7,,0,0,1,0,11.444,2199,7.3,19,,1988-05-13,1979-03-24,9,112,,en,GB,False,ITV,Robert Montgomery Presents,Matinee Theater
3959,Missing,2017,16+,6.3,,0,0,1,0,14.618,61555,7,161,,2016-11-30,2014-10-28,2,16,,en,GB,False,BBC One,Save Me,Top of the Lake
3960,Superheroes: A Never-Ending Battle,2013,7+,8.2,,0,0,1,0,2.275,60289,7.7,7,,2013-10-15,2013-10-15,1,3,,en,US,False,PBS,Batman,Marvel's Luke Cage
3961,Whites,2010,18+,7.6,,0,0,1,0,1.4,34003,6.6,14,,2010-11-02,2010-09-28,1,6,,en,GB,False,BBC Two,The Abbott and Costello Show,The Wayans Bros.
3962,Team Umizoomi,2010,all,6.0,,0,0,1,0,13.648,31623,5.8,6,,2015-04-24,2010-01-25,4,78,,hu,US,True,Nickelodeon,,
3963,The Saddle Club,2001,all,5.9,,0,0,1,0,7.6,38848,6,10,,2008-10-09,2001-02-06,3,79,,en,AU,False,ABC,The Worst Witch,The Wonder Years
3964,Jane Eyre,1983,,8.0,,0,0,1,0,8.352,13851,7.7,79,,2006-10-15,2006-09-24,1,4,,fr,GB,False,BBC One,Oliver Twist,North and South
3965,Street Fighter: Resurrection,2016,16+,6.5,,0,0,1,0,3.826,100627,3,2,,2016-04-05,2016-03-15,1,4,,en,US,False,Machinima,Street Fighter: Assassin's Fist,Street Fighter
3966,Oddities,2010,7+,8.0,,0,0,1,0,1.201,35080,8,2,,2014-04-27,2010-11-04,4,68,,en,US,True,Science,,
3967,Mayday,2013,,6.7,,0,0,1,0,41.374,90,7.9,126,,2020-03-12,2003-09-03,20,200,,en,CA,True,National Geographic,Taboo,The Blacklist
3968,Rescue: Special Ops,2009,,7.4,,0,0,1,0,2.52,21592,8,1,,2011-09-05,2009-08-02,3,48,,en,AU,False,Nine Network,Emergency!,McLeod's Daughters
3969,Captain Scarlet and the Mysterons,1967,all,7.9,,0,0,1,0,3.244,486,8.3,11,,1968-05-14,1967-09-29,1,32,,en,GB,False,Associated Television,,
3970,Martha Speaks,2008,all,6.7,,0,0,1,0,1.464,7736,0,0,,2013-06-27,2008-09-01,4,122,,en,US,True,TVOntario,,
3971,LoliRock,2014,all,7.1,,0,0,1,0,5.183,66762,9,16,,2017-03-02,2014-10-18,2,52,,fr,FR,False,France 3,ナナ,エンジェルビーツ!
3972,Dinosaur Train,2009,all,6.6,,0,0,1,0,24.273,30778,7.1,11,,2019-11-18,2009-09-07,5,200,,en,US,True,PBS,Primal,The Flintstones
3973,Beat,2018,18+,7.4,,0,0,1,0,13.776,67264,7.3,3,,2018-11-09,2016-07-25,3,78,,en,AU,True,Seven Network,,
3974,Russell Peters: Deported,2020,,6.1,,0,0,1,0,0.755,98028,0,0,,2020-01-17,2020-01-17,1,1,,en,,,,,
3975,Little Men,1998,,7.5,,0,0,1,0,1.81,10682,9,2,,1999-12-17,1998-11-07,2,26,,en,US,False,ION Television,,
3976,Анна-детективъ,2016,16+,7.7,,0,0,1,0,1.4,70218,8,2,,2016-12-22,2016-11-07,1,56,,ru,RU,False,TV-3,The Virginian,Ancient Aliens
3977,Re:Creators,2017,18+,7.0,,0,0,1,0,13.913,70592,6.5,11,,2017-09-16,2017-04-08,1,22,,ja,JP,False,Tokyo MX,宝石の国,エンジェルビーツ!
3978,The Principal,2015,18+,7.5,,0,0,1,0,2.468,64124,5.7,7,,2015-10-15,2015-10-07,1,4,,en,AU,False,SBS,Boston Public,Pride and Prejudice
3979,Beowulf: Return to the Shieldlands,2016,7+,5.8,,0,0,1,0,16.422,64593,5.5,42,,2016-03-20,2016-01-03,1,12,,en,GB,False,ITV,The Witcher,エンジェルビーツ!
3980,Secret Smile,2005,,6.9,,0,0,1,0,,,,,,,,,,,,,,,,
3981,Moby Dick,1998,7+,6.4,75%,0,0,1,0,6.685,31010,5.8,38,,1998-03-16,1998-03-15,1,2,,mi,AU,False,USA Network,Moby Dick,ワンピース
3982,How We Got to Now,2014,7+,8.6,,0,0,1,0,0.666,61896,9.5,2,,2014-11-12,2014-10-08,1,6,,en,GB,False,PBS,Wisdom of the Crowd,SciTech Now
3983,The Man from Snowy River,1994,7+,7.2,,0,0,1,0,10.167,2306,9,2,,1998-05-24,1994-09-23,4,65,,en,AU,False,Nine Network,Gunsmoke,Alias Smith and Jones
3984,Hamish Macbeth,1995,,7.8,,0,0,1,0,1.884,15536,7,3,,1997-05-04,1995-03-26,3,20,,en,GB,False,BBC One,Haven,Longmire
3985,Charlie and Lola,2005,all,6.6,,0,0,1,0,3.553,30958,6.5,12,,2007-08-08,2005-03-21,3,88,,pt,US,False,CBeebies,学園ベビーシッターズ,Die Tintenfische aus dem zweiten Stock
3986,Lorena,2019,18+,7.2,,0,0,1,0,1.801,85712,6.8,10,,2019-02-14,2019-02-14,1,4,,en,US,False,Amazon,,
3987,Vietnam in HD,2011,,8.3,,0,0,1,0,1.445,42799,9,2,,2011-11-10,2011-11-08,1,6,,en,,,,The Vietnam War,The Seventies
3988,Killing Bites,2018,18+,6.3,,0,0,1,0,5.968,76130,7.7,48,,2018-03-31,2018-01-13,1,12,,ja,JP,False,TBS,フェアリーテイル,おまもりひまり
3989,The Silence,2010,,7.3,,0,0,1,0,2.872,33267,6.4,9,,2010-07-15,2010-07-12,1,4,,en,GB,False,BBC One,Le Comte de Monte-Cristo,Jane Eyre
3990,MonsterQuest,2007,7+,7.1,,0,0,1,0,2.507,15427,7,7,,2010-03-24,2007-10-31,4,68,,en,US,False,History,Destination Truth,In Search of Monsters
3991,Ronja the Robber's Daughter,2014,7+,7.1,,0,0,1,0,7.267,62495,6.7,7,,2015-03-28,2014-10-11,1,26,,ja,JP,False,NHK BS1,Planet Earth II,Da Vinci's Demons
3992,Genius by Stephen Hawking,2016,all,7.7,,0,0,1,0,2.29,66497,7.5,2,,2016-06-01,2016-05-18,1,6,,en,US,True,PBS,,
3993,Teen Mom 2,2011,7+,4.3,,0,0,1,0,17.138,34996,6.5,41,,2020-09-01,2011-01-11,10,173,,en,US,True,MTV,Teen Mom OG,Teen Mom 3
3994,Where on Earth is Carmen Sandiego?,1994,7+,7.3,,0,0,1,0,11.332,3945,7.6,7,,1999-01-02,1994-02-05,4,43,,de,US,False,FOX,ディー・エヌ・エンジェル,Clue Club
3995,Just Add Magic: Mystery City,2020,all,7.4,,0,0,1,0,10.258,98078,9,5,,2020-01-17,2020-01-17,1,10,,en,US,True,Amazon,,
3996,The Restoration Man,2010,,7.8,,0,0,1,0,1.4,64680,8,2,,2016-03-31,2010-03-21,5,48,,en,GB,True,Channel 4,This Old House,Queer Eye
3997,Tumble Leaf,2013,all,8.7,,0,0,1,0,1.852,65047,9,4,,2018-07-24,2013-04-19,4,43,,en,US,True,Amazon,,
3998,Steven Seagal: Lawman,2009,16+,6.2,,0,0,1,0,2.876,31380,5.8,5,,2010-11-10,2009-12-02,2,21,,en,US,False,A&E,,
3999,Barney & Friends,1992,all,3.8,,0,0,1,0,15.235,4887,4.5,35,,2010-11-02,1992-04-06,14,268,,en,US,False,PBS,Curious George,Mickey Mouse Clubhouse
4000,Le Mans: Racing is Everything,2017,7+,7.4,,0,0,1,0,1.4,71985,5.1,4,,2017-06-09,2017-06-09,1,6,,en,US,False,Amazon,Top Gear,The Grand Tour
4001,This Giant Beast That Is The Global Economy,2019,16+,7.7,50%,0,0,1,0,0.961,87037,9.7,3,,2019-02-22,2019-02-22,1,8,,en,,,,,
4002,The Blue Rose,2013,,7.0,,0,0,1,0,2.513,46508,7.2,5,,2013-04-29,2013-02-04,1,13,,en,NZ,False,Three,,
4003,Yancy Derringer,1958,16+,7.8,,0,0,1,0,8.839,11388,8,2,,1959-06-04,1958-10-02,1,33,,en,US,False,CBS,Have Gun – Will Travel,The Virginian
4004,Undercover,2016,16+,6.8,75%,0,0,1,0,42.321,86942,8.1,17,,2020-09-06,2019-02-24,2,20,,nl,BE,True,één,Narcos,Weeds
4005,Hotel Impossible,2012,7+,7.8,,0,0,1,0,2.333,49038,7.6,8,,2016-11-21,2012-04-09,8,76,,en,US,False,Travel Channel,El hotel de los secretos,Petticoat Junction
4006,"Car 54, Where Are You?",1961,,7.7,,0,0,1,0,1.872,3727,5.5,2,,1963-04-14,1961-09-17,2,60,,en,US,False,NBC,Brooklyn Nine-Nine,NYPD Blue
4007,The Hunger,1997,18+,6.3,,0,0,1,0,12.053,12832,5.8,13,,2000-03-05,1997-07-20,2,44,,en,CA,False,Showtime,Robert Montgomery Presents,Matinee Theater
4008,My Mother and Other Strangers,2016,16+,7.4,,0,0,1,0,2.922,68728,6.6,8,,2016-12-11,2016-11-13,1,5,,en,GB,False,BBC One,The Waltons,Six Feet Under
4009,London Irish,2013,,7.6,,0,0,1,0,0.84,64591,7,3,,2013-10-29,2013-09-24,1,6,,en,GB,False,Channel 4,,
4010,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,2019,16+,5.2,,0,0,1,0,20.199,88808,5.5,12,,2020-03-25,2019-07-13,1,13,,ja,JP,False,Tokyo MX,ストライク・ザ・ブラッド,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン
4011,Odd Squad,2014,all,6.5,,0,0,1,0,3.761,73549,6.7,7,,2020-03-02,2014-11-26,3,85,,en,US,True,PBS,,
4012,Land of the Lost,1991,,6.9,,0,0,1,0,3.802,2177,7.6,21,,1976-12-04,1974-09-07,3,43,,en,US,False,NBC,The Lost World,Lost
4013,Ice Pilots NWT,2009,7+,7.5,,0,0,1,0,3.429,33057,7,4,,2014-12-17,2009-11-18,6,73,,en,CA,False,History,,
4014,Free to Choose,1980,,9.0,,0,0,1,0,0.6,60646,6.5,2,,1980-03-03,1980-03-03,1,10,,,,,,,
4015,The Dangerous Book for Boys,2018,7+,5.9,71%,0,0,1,0,2.149,77345,4.5,3,,2018-03-29,2018-03-29,1,6,,en,US,False,Amazon,,
4016,Hitorijime My Hero,2017,,6.9,,0,0,1,0,1.873,72526,8.7,3,,2017-09-23,2017-07-08,1,12,,ja,JP,False,AT-X,荒ぶる季節の乙女どもよ。,とらドラ！
4017,Secret Agent,1964,,8.2,,0,0,1,0,2.812,78847,8,1,,2018-05-08,2018-04-09,1,5,,en,GB,False,BBC Two,Medici: Masters of Florence,"I, Claudius"
4018,Strictly Sexual The Series,2011,18+,6.6,,0,0,1,0,1.446,64298,6.2,3,,2011-09-12,2011-08-15,1,6,,en,US,False,Hulu,,
4019,Gidget,1965,all,6.7,,0,0,1,0,6.404,1580,6.1,7,,1966-04-21,1965-09-01,1,32,,en,US,False,ABC,Baby Daddy,My Three Sons
4020,Continuum,2012,,6.5,,0,0,1,0,25.453,43020,7.5,407,,2016-05-09,2012-05-27,4,42,,en,CA,False,Showcase,Motive,Sleepy Hollow
4021,Ivanhoe,1997,7+,7.4,,0,0,1,0,2.17,32992,7.7,3,,1997-02-16,1997-01-12,1,6,,en,GB,False,BBC One,The Pillars of the Earth,Pride and Prejudice
4022,Danger Man,1960,7+,7.9,,0,0,1,0,7.334,1465,7.8,9,,1968-01-12,1960-09-11,4,86,,en,GB,False,ITV,Counterpart,The Night Manager
4023,The New Yorker Presents,2016,18+,6.5,86%,0,0,1,0,1.96,65632,7.8,4,,2016-04-12,2016-02-16,1,11,,en,US,False,Amazon,,
4024,Dark Knight,2000,13+,5.3,,0,0,1,0,1.708,27708,6,1,,2002-01-27,2000-07-01,2,25,,en,GB,False,Channel 5,,
4025,Unsealed: Alien Files,2012,,6.6,,0,0,1,0,1.847,54539,6.6,12,,2013-07-29,2012-09-17,2,23,,,,,,,
4026,Bat Masterson,1958,,7.3,,0,0,1,0,9.396,13895,7.8,5,,1961-06-01,1958-10-08,3,108,,en,US,False,NBC,Wanted: Dead or Alive,Bonanza
4027,Peep and the Big Wide World,2004,all,6.9,,0,0,1,0,6,1812,7.9,4,,2011-10-14,2004-04-12,5,106,,en,US,True,PBS Kids,,
4028,Fetch! with Ruff Ruffman,2006,all,7.5,,0,0,1,0,3.108,521,8.2,6,,2010-11-04,2006-05-29,5,100,,en,US,True,PBS Kids,,
4029,Harmony with A R Rahman,2018,,9.2,,0,0,1,0,0.613,81689,0,0,,2018-08-15,2018-08-15,1,5,,,,,,,
4030,The Greatest Love,2011,16+,7.9,,0,0,1,0,3.898,39273,8,5,,2011-06-23,2011-05-04,1,16,,ko,KR,False,MBC,,
4031,Anna Karenina,2017,18+,6.6,63%,0,0,1,0,2.563,25646,7.6,5,,2000-05-30,2000-05-09,1,4,,en,GB,False,PBS,Alias Grace,Doctor Zhivago
4032,Moby Dick,2011,18+,6.2,,0,0,1,0,6.685,31010,5.8,38,,1998-03-16,1998-03-15,1,2,,mi,AU,False,USA Network,Moby Dick,ワンピース
4033,Funny or Die Presents,2010,18+,5.6,100%,0,0,1,0,4.35,32656,5,6,,2011-03-25,2010-02-15,2,22,,en,US,False,HBO,,
4034,Maddigan's Quest,2006,,7.0,,0,0,1,0,2.198,1733,5.8,4,,2006-02-16,2006-01-26,1,13,,en,NZ,False,CBBC,The Shannara Chronicles,エルゴプラクシー
4035,Shaktimaan,1997,,8.1,,0,0,1,0,4.492,42135,6,5,,1998-01-01,1997-09-13,1,145,,hi,IN,False,DD National,,
4036,Becoming Human,2011,16+,7.3,,0,0,1,0,0.6,75204,0,0,,2009-11-17,2009-11-03,1,3,,,,,,,
4037,The Time of Our Lives,2013,,7.9,,0,0,1,0,1.804,58528,8,1,,2014-08-14,2013-06-16,2,21,,en,AU,False,ABC,,
4038,Raw,2008,,7.2,,0,0,1,0,61.282,4656,6.2,191,,2020-08-31,1993-01-11,28,1439,,en,US,True,USA Network,WWE SmackDown,WWE NXT
4039,Everest: Beyond the Limit,2006,7+,8.4,,0,0,1,0,1.728,5393,7.5,6,,2009-12-30,2006-11-14,3,19,,en,US,True,Discovery,,
4040,William and Mary,2003,,7.6,,0,0,1,0,2.071,14235,7,1,,,2003-03-23,3,18,,en,GB,True,ITV,,
4041,Everyday Driver,2017,,9.2,,0,0,1,0,,,,,,,,,,,,,,,,
4042,After the Rain,2018,18+,7.4,,0,0,1,0,6.578,75777,7.8,20,,2018-03-30,2018-01-12,1,12,,ja,JP,False,Fuji TV,φなる・あぷろーち,エンジェルビーツ!
4043,Empire of the Tsars: Romanov Russia with Lucy Worsley,2016,7+,7.6,,0,0,1,0,1.205,73212,7.7,3,,2016-01-20,2016-01-06,1,3,,en,GB,False,BBC Four,Farscape,どろろ
4044,The Edwardian Country House,2003,,8.3,,0,0,1,0,0.6,6185,6.6,5,,,,0,0,,en,GB,False,Channel 4,MTV's The 70s House,"10,000 BC"
4045,Hammer House of Horror,1980,18+,7.7,,0,0,1,0,5,43358,6.6,17,,1980-12-06,1980-09-13,1,13,,en,GB,False,ITV,American Horror Story,The Haunting
4046,The Field of Blood,2011,18+,7.3,,0,0,1,0,1.998,61658,5.1,9,,2013-08-09,2011-05-08,2,4,,en,GB,False,BBC One,The Americans,Outlander
4047,Hoarding: Buried Alive,2010,7+,6.6,,0,0,1,0,1.785,32362,6.9,9,,2015-01-25,2010-03-14,6,96,,,,,,,
4048,The Mysterious Play,1995,16+,7.9,,0,0,1,0,12.05,23374,8.2,26,,1996-03-28,1995-04-06,1,52,,ja,JP,False,TV Tokyo,,
4049,The Delivery Man,2015,16+,7.2,,0,0,1,0,2.125,62414,6.4,5,,2015-05-20,2015-04-15,1,6,,en,GB,False,ITV,Интерны,Scrubs
4050,Einstein,2017,,6.4,,0,0,1,0,5.776,69513,5.4,8,,2019-03-18,2017-01-10,3,32,,es,DE,False,SAT.1,Perception,Prodigal Son
4051,Hopalong Cassidy,1952,,7.9,,0,0,1,0,4.811,22168,7,2,,1954-04-02,1952-09-19,2,40,,en,US,False,NBC,Bonanza,The Gene Autry Show
4052,Deltora Quest,2007,all,7.0,,0,0,1,0,5.107,3240,9,2,,2007-03-31,2007-01-06,1,65,,ja,,,,,
4053,Little Women: Dallas,2016,16+,6.5,,0,0,1,0,1.4,68502,8.7,3,,2017-12-06,2016-11-02,2,25,,en,US,True,Lifetime,Dallas,Little Women: LA
4054,Supermarket Sweep,1990,all,7.3,,0,0,1,0,5.962,93276,5,1,,2020-09-04,2019-09-09,2,26,,en,GB,True,ITV,,
4055,The Straits,2012,,7.4,,0,0,1,0,1.4,40396,7.5,2,,2012-03-29,2012-02-02,1,10,,en,AU,False,ABC,The Art of More,Happy Holiday
4056,Bridget & Eamon,2016,16+,7.7,,0,0,1,0,2.031,6548,8,1,,1973-03-03,1972-09-16,1,24,,en,US,False,CBS,Mad About You,Rescue Me
4057,Very British Problems,2015,,7.2,,0,0,1,0,0.88,83629,8,1,,2016-12-15,2015-08-13,2,7,,en,,,,,
4058,Witness,2012,,7.9,,0,0,1,0,22.12,2750,7.4,44,,2020-02-03,1996-02-21,23,212,,en,GB,True,BBC One,Vera,Inspector Morse
4059,Mata Hari,2017,,6.3,,0,0,1,0,2.248,72609,7,2,,2017-03-28,2017-03-20,1,12,,,,,,,
4060,Long Strange Trip,2017,18+,8.2,,0,0,1,0,1.4,71852,5.5,2,,2017-06-02,2017-06-02,1,6,,en,US,False,Amazon,American Idol,Nicky Jam: El Ganador
4061,Space Precinct,1994,,6.6,,0,0,1,0,3.092,3129,5.4,10,,1995-07-24,1994-10-03,1,24,,en,GB,False,Sky One,Star Trek: Enterprise,Stargate Universe
4062,Gordon Behind Bars,2012,,7.5,,0,0,1,0,1.4,54905,5.5,11,,2012-07-17,2012-06-26,1,4,,,,,,MasterChef Australia,Queer Eye
4063,Timmy Time,2009,all,7.0,,0,0,1,0,7.305,19889,5.7,10,,2012-04-30,2009-04-06,3,78,,da,GB,False,CBeebies,Shaun the Sheep,チーズスイートホーム
4064,Laid,2011,,7.4,,0,0,1,0,1.645,37720,7,4,,2012-06-06,2011-02-09,2,12,,en,AU,False,ABC,Louie,Insatiable
4065,Felix the Cat,1958,,6.8,,0,0,1,0,6.366,101512,7.3,168,,1960-09-02,1959-10-02,3,98,,en,US,False,ABC,Adventure Time,Top Cat
4066,One Night Stand,1989,18+,8.2,,0,0,1,0,6.511,12208,8.7,6,,2005-10-21,1989-02-15,5,65,,en,US,False,HBO,Louie,Seinfeld
4067,Bikini Destinations,2003,18+,6.5,,0,0,1,0,3.464,16362,0,0,,2011-01-06,2003-08-25,4,54,,,,,,,
4068,Valemont,2009,7+,5.3,,0,0,1,0,2.383,31199,1,1,,2009-11-13,2009-09-29,1,35,,en,US,False,MTV,Dracula,Salem's Lot
4069,Lillie,1978,,8.0,,0,0,1,0,2.377,12207,8.8,4,,1978-12-17,1978-09-24,1,13,,en,GB,False,ITV,David Copperfield,Fingersmith
4070,Elizabeth I,2017,,7.3,,0,0,1,0,9.025,13291,7.4,55,,2005-10-06,2005-09-29,1,2,,en,GB,False,Channel 4,The Tudors,The White Queen
4071,London's Burning,1986,,7.0,,0,0,1,0,2.736,4226,7,1,,2002-08-25,1986-12-07,14,174,,en,GB,False,ITV,The Smoke,Rescue Me
4072,Hole in the Wall,2008,all,3.1,,0,0,1,0,1.4,5582,6.5,2,,2009-03-15,2008-09-07,1,16,,en,US,True,FOX,,
4073,Boundless,2013,,8.6,,0,0,1,0,0.6,60940,0,0,,2016-06-14,2013-09-25,3,31,,en,CA,True,Esquire Network,Fort Boyard,American Ninja Warrior
4074,Maggie and the Ferocious Beast,2000,all,6.5,,0,0,1,0,2.482,2659,7.4,5,,2003-01-06,2000-06-05,3,39,,en,CA,True,Nickelodeon,,
4075,Thunderbirds Are Go!,2015,all,6.7,,0,0,1,0,10.967,62290,6.8,22,,2020-02-22,2015-04-04,3,78,,en,GB,True,ITV,Totally Spies!,Kim Possible
4076,Step Dave,2014,all,7.5,,0,0,1,0,1.761,63874,5,1,,2015-11-24,2014-02-11,2,26,,en,NZ,True,TVNZ 2,Gilmore Girls,Younger
4077,Jessica,2004,16+,7.6,,0,0,1,0,54.547,38472,7.6,1202,,2019-06-14,2015-11-20,3,39,,en,US,False,Netflix,Marvel's Luke Cage,Marvel's Cloak & Dagger
4078,Broken Blade,2014,18+,7.0,,0,0,1,0,5.529,44163,5.6,5,,2014-06-22,2014-04-06,1,12,,ja,JP,False,Tokyo MX,巨人族の花嫁,デュエル・マスターズ
4079,Lucky Dog,2013,all,8.6,,0,0,1,0,0.664,78405,8.5,2,,2013-09-28,2013-09-28,7,1,,,,,,,
4080,Go Girls,2009,18+,7.0,,0,0,1,0,4.593,17558,1,1,,2013-07-16,2009-02-19,5,65,,en,NZ,False,TVNZ 2,New Girl,Jack & Jill
4081,UFO Hunters,2008,7+,6.5,,0,0,1,0,1.4,17655,7,7,,2009-10-29,2008-01-30,3,39,,en,US,False,History,,
4082,Girls' Last Tour,2017,16+,7.5,,0,0,1,0,12.901,74185,7.6,26,,2017-12-22,2017-10-06,1,12,,ja,JP,False,AT-X,ゴッドイーター,シドニアの騎士
4083,The Adventures of Robin Hood,1955,,7.8,,0,0,1,0,8.517,10393,7.8,4,,1960-11-12,1955-09-26,4,139,,en,GB,False,ITV,Robin of Sherwood,Robin Hood
4084,The Fabric of the Cosmos,2011,,8.7,,0,0,1,0,0.84,68672,8,2,,2011-11-23,2011-11-02,1,4,,en,US,False,PBS,,
4085,Great British Railway Journeys,2010,all,7.9,,0,0,1,0,2.351,32058,7.3,4,,2020-01-24,2010-01-04,11,215,,en,GB,True,BBC Two,Griff's Great Australian Rail Trip,Hell on Wheels
4086,City of Vice,2008,,7.6,,0,0,1,0,2.664,14347,0,0,,2008-02-11,2008-01-14,1,5,,en,GB,False,Channel 4,Harlots,Pride and Prejudice
4087,James May's Toy Stories,2009,7+,8.1,,0,0,1,0,1.96,31107,8,6,,2009-12-25,2009-10-27,1,6,,en,GB,False,BBC Two,,
4088,The Kicks,2015,all,7.0,,0,0,1,0,3.06,68296,6.5,2,,2016-08-26,2016-08-26,1,10,,en,US,False,Amazon,,
4089,Hitoshi Matsumoto Presents Documental,2016,,8.1,,0,0,1,0,1.929,78906,9,1,,2018-05-18,2016-11-30,5,24,,ja,JP,True,Amazon,,
4090,Sarazanmai,2019,7+,7.0,,0,0,1,0,7.045,86919,8.3,7,,2019-06-21,2019-04-12,1,11,,ja,JP,False,Fuji TV,Merlí,"Love, Victor"
4091,Tornado Chasers,2012,,8.0,,0,0,1,0,0.6,60853,0,0,,2014-05-03,2012-09-19,2,31,,en,US,False,,,
4092,Dino Dana,2017,all,6.6,,0,0,1,0,1.568,71655,7.8,5,,2019-11-11,2017-05-26,4,52,,,,,,,
4093,All or Nothing: The Michigan Wolverines,2018,,7.5,,0,0,1,0,1.4,78594,10,1,,2018-04-06,2018-04-06,1,8,,en,US,False,Amazon,Last Chance U,The Last Dance
4094,Candle in the Tomb,2016,,7.3,,0,0,1,0,4.367,69168,6.3,11,,2017-01-23,2016-12-19,1,21,,zh,CN,False,Tencent Video,,
4095,Romeo y Julieta,2014,,6.6,,0,0,1,0,1.4,46635,10,1,,,,0,0,,es,AR,False,El Nueve,,
4096,The New Adventures of Flash Gordon,1979,7+,7.0,,0,0,1,0,5.002,11844,6.5,4,,1982-11-06,1979-09-08,2,32,,en,US,False,NBC,Flash Gordon,Flash Gordon
4097,Inside the Ambulance,2016,,8.6,,0,0,1,0,1.398,74912,7,2,,2020-05-22,2016-11-28,10,90,,en,GB,True,W,Sirens,Emergency!
4098,Defenders of the Earth,1986,7+,7.1,,0,0,1,0,7.134,1794,7.2,20,,1986-12-05,1986-09-08,1,65,,es,US,False,FOX,,
4099,Acapulco H.E.A.T.,1993,16+,5.9,,0,0,1,0,8.989,739,5.3,11,,1999-06-05,1993-09-28,2,48,,en,US,False,Syndication,The Avengers,Mission: Impossible
4100,The Real McCoys,1957,,7.5,,0,0,1,0,21.518,10458,6.8,5,,1963-05-26,1957-10-03,6,224,,en,US,False,CBS,Mom,The Middle
4101,Sophia,2017,,7.7,,0,0,1,0,1.4,43561,0,0,,,,0,0,,en,GB,True,,,
4102,Sigmund and the Sea Monsters,1973,all,7.0,,0,0,1,0,2.987,76,6,1,,1974-11-23,1973-09-08,2,29,,en,US,False,NBC,Surface,Creature
4103,David el gnomo,1988,all,7.4,,0,0,1,0,6.313,2849,6.4,11,,1988-06-27,1985-10-26,2,26,,es,ES,False,La 1,Sesame Street,Jake and the Never Land Pirates
4104,Kratts' Creatures,1996,all,8.1,,0,0,1,0,1.784,933,8.3,3,,1996-08-09,1996-06-03,1,50,,en,US,True,PBS,,
4105,Budding Prospects,2017,18+,7.3,80%,0,0,1,0,1.4,70795,0,0,,2017-03-17,2017-03-17,1,1,,en,US,True,Amazon,Weeds,Trailer Park Boys
4106,The Last Place on Earth,1985,16+,8.1,,0,0,1,0,2.566,17760,6,1,,1985-03-27,1985-02-18,1,7,,en,,,,Shackleton,Peaky Blinders
4107,Fury,1955,,7.3,,0,0,1,0,2.207,3232,6.5,2,,1960-02-27,1955-10-15,5,111,,en,US,False,NBC,The Virginian,A Series of Unfortunate Events
4108,The Adventures of Maya the Honey Bee,1975,all,6.7,,0,0,1,0,17.118,10620,6.2,34,,1980-09-13,1975-05-01,2,104,,ja,DE,False,tv asahi,,
4109,The Gymkhana Files,2018,,7.9,,0,0,1,0,0.866,83545,0,0,,2018-11-15,2018-11-15,1,8,,en,US,True,Amazon,,
4110,Merlin's Apprentice,2006,16+,5.3,,0,0,1,0,3.711,23295,5.3,21,,2006-04-14,2006-04-14,1,2,,en,GB,False,Channel 4,Merlin,Merlin
4111,Zero Hour,2004,7+,7.9,,0,0,1,0,4.53,43964,5.1,33,,2013-08-03,2013-02-14,1,13,,en,US,False,ABC,American Gods,Salvation
4112,Nova ScienceNow,2005,all,8.5,,0,0,1,0,1.4,3864,8.3,4,,2012-11-14,2005-01-25,6,40,,en,US,True,PBS,MythBusters,American Experience
4113,Prime Suspect: Tennison,2017,16+,7.5,47%,0,0,1,0,2.874,70537,7.9,16,,2017-04-05,2017-03-02,1,6,,en,GB,False,ITV,Marcella,The Bill
4114,All or Nothing: The Dallas Cowboys,2018,18+,7.7,,0,0,1,0,,,,,,,,,,,,,,,,
4115,Highlander: The Raven,1998,7+,5.3,,0,0,1,0,4.258,4377,5,7,,1999-05-22,1998-09-26,1,22,,en,US,False,USA Network,Highlander: The Series,Helix
4116,Gator Boys,2012,,7.0,,0,0,1,0,0.6,64858,7,4,,2015-08-17,2012-01-01,2,27,,,,,,,
4117,Mamon,2015,,7.4,,0,0,1,0,1.788,69312,0,0,,2015-11-29,2015-10-25,1,6,,cs,CZ,False,HBO Europe,Mindhunter,The Capture
4118,WordWorld,2007,all,6.7,,0,0,1,0,1.86,14298,7,1,,2011-01-17,2007-09-05,3,89,,en,US,False,PBS,,
4119,Mansfield Park,1983,all,6.7,,0,0,1,0,1.749,14433,7,2,,1983-12-11,1983-11-06,1,6,,en,GB,False,BBC Two,Pride and Prejudice,Godless
4120,Nanny 911,2004,7+,5.4,,0,0,1,0,1.32,1997,10,1,,2009-06-06,2004-11-03,4,48,,en,US,False,FOX,,
4121,Unscripted,2005,,7.1,,0,0,1,0,2.861,15025,0,0,,2005-02-27,2005-01-09,1,10,,en,US,False,HBO,,
